time,cl,cl/1000,p' (cl),p'(cl/1000),SPL (cl),SPL (cl/1000),
0.908,-0.000101548,-1.02E-07,-2.38E-05,-2.38E-08,1.503482129,-58.49651787,1.510939228
0.909,-0.000101328,-1.01E-07,-2.37E-05,-2.37E-08,1.484653141,-58.51534686,1.474367007
0.91,-0.000101109,-1.01E-07,-2.37E-05,-2.37E-08,1.465844652,-58.53415535,1.474367007
0.911,-0.000100891,-1.01E-07,-2.36E-05,-2.36E-08,1.447056614,-58.55294339,1.437640146
0.912,-0.000100673,-1.01E-07,-2.36E-05,-2.36E-08,1.42828897,-58.57171103,1.437640146
0.913,-0.000100456,-1.00E-07,-2.35E-05,-2.35E-08,1.409541701,-58.5904583,1.400757332
0.914,-0.00010024,-1.00E-07,-2.35E-05,-2.35E-08,1.390814744,-58.60918526,1.400757332
0.915,-0.000100024,-1.00E-07,-2.34E-05,-2.34E-08,1.37210806,-58.62789194,1.363717235
0.916,-9.98E-05,-9.98E-08,-2.34E-05,-2.34E-08,1.353421609,-58.64657839,1.363717235
0.917,-9.96E-05,-9.96E-08,-2.33E-05,-2.33E-08,1.334755336,-58.66524466,1.326518507
0.918,-9.94E-05,-9.94E-08,-2.33E-05,-2.33E-08,1.31610921,-58.68389079,1.326518507
0.919,-9.92E-05,-9.92E-08,-2.32E-05,-2.32E-08,1.29748317,-58.70251683,1.289159785
0.92,-9.90E-05,-9.90E-08,-2.32E-05,-2.32E-08,1.278877186,-58.72112281,1.289159785
0.921,-9.87E-05,-9.87E-08,-2.31E-05,-2.31E-08,1.260291218,-58.73970878,1.251639685
0.922,-9.85E-05,-9.85E-08,-2.31E-05,-2.31E-08,1.241725211,-58.75827479,1.251639685
0.923,-9.83E-05,-9.83E-08,-2.30E-05,-2.30E-08,1.223179139,-58.77682086,1.213956807
0.924,-9.81E-05,-9.81E-08,-2.30E-05,-2.30E-08,1.204652944,-58.79534706,1.213956807
0.925,-9.79E-05,-9.79E-08,-2.29E-05,-2.29E-08,1.186146584,-58.81385342,1.176109734
0.926,-9.77E-05,-9.77E-08,-2.29E-05,-2.29E-08,1.167660023,-58.83233998,1.176109734
0.927,-9.75E-05,-9.75E-08,-2.28E-05,-2.28E-08,1.149193216,-58.85080678,1.138097027
0.928,-9.73E-05,-9.73E-08,-2.28E-05,-2.28E-08,1.13074612,-58.86925388,1.138097027
0.929,-9.71E-05,-9.71E-08,-2.27E-05,-2.27E-08,1.112318695,-58.8876813,1.099917231
0.93,-9.69E-05,-9.69E-08,-2.27E-05,-2.27E-08,1.093910893,-58.90608911,1.099917231
0.931,-9.67E-05,-9.67E-08,-2.26E-05,-2.26E-08,1.075522684,-58.92447732,1.06156887
0.932,-9.65E-05,-9.65E-08,-2.26E-05,-2.26E-08,1.057154022,-58.94284598,1.06156887
0.933,-9.63E-05,-9.63E-08,-2.25E-05,-2.25E-08,1.038804855,-58.96119514,1.023050449
0.934,-9.61E-05,-9.61E-08,-2.25E-05,-2.25E-08,1.020475154,-58.97952485,1.023050449
0.935,-9.59E-05,-9.59E-08,-2.24E-05,-2.24E-08,1.002164871,-58.99783513,0.984360453
0.936,-9.57E-05,-9.57E-08,-2.24E-05,-2.24E-08,0.983873961,-59.01612604,0.984360453
0.937,-9.55E-05,-9.55E-08,-2.24E-05,-2.24E-08,0.965602404,-59.0343976,0.984360453
0.938,-9.53E-05,-9.53E-08,-2.23E-05,-2.23E-08,0.947350128,-59.05264987,0.945497348
0.939,-9.51E-05,-9.51E-08,-2.23E-05,-2.23E-08,0.929117103,-59.0708829,0.945497348
0.94,-9.49E-05,-9.49E-08,-2.22E-05,-2.22E-08,0.910903297,-59.0890967,0.906459576
0.941,-9.47E-05,-9.47E-08,-2.22E-05,-2.22E-08,0.892708665,-59.10729133,0.906459576
0.942,-9.45E-05,-9.45E-08,-2.21E-05,-2.21E-08,0.874533174,-59.12546683,0.86724556
0.943,-9.43E-05,-9.43E-08,-2.21E-05,-2.21E-08,0.856376776,-59.14362322,0.86724556
0.944,-9.41E-05,-9.41E-08,-2.20E-05,-2.20E-08,0.838239427,-59.16176057,0.827853703
0.945,-9.39E-05,-9.39E-08,-2.20E-05,-2.20E-08,0.820121091,-59.17987891,0.827853703
0.946,-9.37E-05,-9.37E-08,-2.19E-05,-2.19E-08,0.802021726,-59.19797827,0.788282384
0.947,-9.35E-05,-9.35E-08,-2.19E-05,-2.19E-08,0.783941302,-59.2160587,0.788282384
0.948,-9.33E-05,-9.33E-08,-2.18E-05,-2.18E-08,0.765879767,-59.23412023,0.748529959
0.949,-9.31E-05,-9.31E-08,-2.18E-05,-2.18E-08,0.747837086,-59.25216291,0.748529959
0.95,-9.29E-05,-9.29E-08,-2.18E-05,-2.18E-08,0.729813227,-59.27018677,0.748529959
0.951,-9.27E-05,-9.27E-08,-2.17E-05,-2.17E-08,0.711808137,-59.28819186,0.708594764
0.952,-9.25E-05,-9.25E-08,-2.17E-05,-2.17E-08,0.693821784,-59.30617822,0.708594764
0.953,-9.23E-05,-9.23E-08,-2.16E-05,-2.16E-08,0.675854124,-59.32414588,0.66847511
0.954,-9.21E-05,-9.21E-08,-2.16E-05,-2.16E-08,0.657905123,-59.34209488,0.66847511
0.955,-9.19E-05,-9.19E-08,-2.15E-05,-2.15E-08,0.639974742,-59.36002526,0.628169285
0.956,-9.17E-05,-9.17E-08,-2.15E-05,-2.15E-08,0.622062948,-59.37793705,0.628169285
0.957,-9.16E-05,-9.16E-08,-2.14E-05,-2.14E-08,0.604169697,-59.3958303,0.587675554
0.958,-9.14E-05,-9.14E-08,-2.14E-05,-2.14E-08,0.586294948,-59.41370505,0.587675554
0.959,-9.12E-05,-9.12E-08,-2.14E-05,-2.14E-08,0.56843866,-59.43156134,0.587675554
0.96,-9.10E-05,-9.10E-08,-2.13E-05,-2.13E-08,0.550600793,-59.44939921,0.546992155
0.961,-9.08E-05,-9.08E-08,-2.13E-05,-2.13E-08,0.532781315,-59.46721868,0.546992155
0.962,-9.06E-05,-9.06E-08,-2.12E-05,-2.12E-08,0.514980193,-59.48501981,0.506117305
0.963,-9.04E-05,-9.04E-08,-2.12E-05,-2.12E-08,0.497197389,-59.50280261,0.506117305
0.964,-9.03E-05,-9.03E-08,-2.11E-05,-2.11E-08,0.47943286,-59.52056714,0.465049193
0.965,-9.01E-05,-9.01E-08,-2.11E-05,-2.11E-08,0.461686561,-59.53831344,0.465049193
0.966,-8.99E-05,-8.99E-08,-2.10E-05,-2.10E-08,0.443958465,-59.55604153,0.423785981
0.967,-8.97E-05,-8.97E-08,-2.10E-05,-2.10E-08,0.426248531,-59.57375147,0.423785981
0.968,-8.95E-05,-8.95E-08,-2.10E-05,-2.10E-08,0.408556727,-59.59144327,0.423785981
0.969,-8.93E-05,-8.93E-08,-2.09E-05,-2.09E-08,0.390883012,-59.60911699,0.382325809
0.97,-8.92E-05,-8.92E-08,-2.09E-05,-2.09E-08,0.373227352,-59.62677265,0.382325809
0.971,-8.90E-05,-8.90E-08,-2.08E-05,-2.08E-08,0.355589703,-59.6444103,0.340666786
0.972,-8.88E-05,-8.88E-08,-2.08E-05,-2.08E-08,0.33797002,-59.66202998,0.340666786
0.973,-8.86E-05,-8.86E-08,-2.08E-05,-2.08E-08,0.32036829,-59.67963171,0.340666786
0.974,-8.84E-05,-8.84E-08,-2.07E-05,-2.07E-08,0.302784456,-59.69721554,0.298806996
0.975,-8.83E-05,-8.83E-08,-2.07E-05,-2.07E-08,0.285218501,-59.7147815,0.298806996
0.976,-8.81E-05,-8.81E-08,-2.06E-05,-2.06E-08,0.267670379,-59.73232962,0.256744494
0.977,-8.79E-05,-8.79E-08,-2.06E-05,-2.06E-08,0.250140039,-59.74985996,0.256744494
0.978,-8.77E-05,-8.77E-08,-2.05E-05,-2.05E-08,0.232627465,-59.76737254,0.214477308
0.979,-8.75E-05,-8.75E-08,-2.05E-05,-2.05E-08,0.215132612,-59.78486739,0.214477308
0.98,-8.74E-05,-8.74E-08,-2.05E-05,-2.05E-08,0.19765545,-59.80234455,0.214477308
0.981,-8.72E-05,-8.72E-08,-2.04E-05,-2.04E-08,0.180195941,-59.81980406,0.172003435
0.982,-8.70E-05,-8.70E-08,-2.04E-05,-2.04E-08,0.162754034,-59.83724597,0.172003435
0.983,-8.68E-05,-8.68E-08,-2.03E-05,-2.03E-08,0.14532972,-59.85467028,0.129320845
0.984,-8.67E-05,-8.67E-08,-2.03E-05,-2.03E-08,0.12792294,-59.87207706,0.129320845
0.985,-8.65E-05,-8.65E-08,-2.03E-05,-2.03E-08,0.11053368,-59.88946632,0.129320845
0.986,-8.63E-05,-8.63E-08,-2.02E-05,-2.02E-08,0.093161894,-59.90683811,0.086427476
0.987,-8.62E-05,-8.62E-08,-2.02E-05,-2.02E-08,0.07580753,-59.92419247,0.086427476
0.988,-8.60E-05,-8.60E-08,-2.01E-05,-2.01E-08,0.058470585,-59.94152942,0.043321235
0.989,-8.58E-05,-8.58E-08,-2.01E-05,-2.01E-08,0.041151001,-59.958849,0.043321235
0.99,-8.56E-05,-8.56E-08,-2.01E-05,-2.01E-08,0.023848754,-59.97615125,0.043321235
0.991,-8.55E-05,-8.55E-08,-2.00E-05,-2.00E-08,0.006563807,-59.99343619,0
0.992,-8.53E-05,-8.53E-08,-2.00E-05,-2.00E-08,-0.010703879,-60.01070388,0
0.993,-8.51E-05,-8.51E-08,-1.99E-05,-1.99E-08,-0.027954336,-60.02795434,-0.043538385
0.994,-8.50E-05,-8.50E-08,-1.99E-05,-1.99E-08,-0.045187597,-60.0451876,-0.043538385
0.995,-8.48E-05,-8.48E-08,-1.99E-05,-1.99E-08,-0.062403691,-60.06240369,-0.043538385
0.996,-8.46E-05,-8.46E-08,-1.98E-05,-1.98E-08,-0.079602662,-60.07960266,-0.087296108
0.997,-8.45E-05,-8.45E-08,-1.98E-05,-1.98E-08,-0.096784542,-60.09678454,-0.087296108
0.998,-8.43E-05,-8.43E-08,-1.97E-05,-1.97E-08,-0.11394936,-60.11394936,-0.13127539
0.999,-8.41E-05,-8.41E-08,-1.97E-05,-1.97E-08,-0.131097154,-60.13109715,-0.13127539
